

*******************************************************************************
Ephemeris / WWW_USER Fri Feb  3 11:58:09 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 9998-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 9999-Jan-01 00:00:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun (R_eq= 696000.000) km
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.230201.p230427                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-FEB-01. PREDICTS-> 2023-APR-26
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN:SS, Date_________JDUT, , ,       TDB-UT,
***********************************************************
$$SOE
 5816-Jan-01 00:00:00, 3845309.500000000, , ,    69.182594,
 5817-Jan-01 00:00:00, 3845675.500000000, , ,    69.182596,
 5818-Jan-01 00:00:00, 3846040.500000000, , ,    69.182600,
 5819-Jan-01 00:00:00, 3846405.500000000, , ,    69.182609,
 5820-Jan-01 00:00:00, 3846770.500000000, , ,    69.182615,
 5821-Jan-01 00:00:00, 3847136.500000000, , ,    69.182637,
 5822-Jan-01 00:00:00, 3847501.500000000, , ,    69.182646,
 5823-Jan-01 00:00:00, 3847866.500000000, , ,    69.182641,
 5824-Jan-01 00:00:00, 3848231.500000000, , ,    69.182636,
 5825-Jan-01 00:00:00, 3848597.500000000, , ,    69.182634,
 5826-Jan-01 00:00:00, 3848962.500000000, , ,    69.182619,
 5827-Jan-01 00:00:00, 3849327.500000000, , ,    69.182604,
 5828-Jan-01 00:00:00, 3849692.500000000, , ,    69.182589,
 5829-Jan-01 00:00:00, 3850058.500000000, , ,    69.182597,
 5830-Jan-01 00:00:00, 3850423.500000000, , ,    69.182605,
 5831-Jan-01 00:00:00, 3850788.500000000, , ,    69.182612,
 5832-Jan-01 00:00:00, 3851153.500000000, , ,    69.182625,
 5833-Jan-01 00:00:00, 3851519.500000000, , ,    69.182646,
 5834-Jan-01 00:00:00, 3851884.500000000, , ,    69.182654,
 5835-Jan-01 00:00:00, 3852249.500000000, , ,    69.182654,
 5836-Jan-01 00:00:00, 3852614.500000000, , ,    69.182644,
 5837-Jan-01 00:00:00, 3852980.500000000, , ,    69.182642,
 5838-Jan-01 00:00:00, 3853345.500000000, , ,    69.182629,
 5839-Jan-01 00:00:00, 3853710.500000000, , ,    69.182607,
 5840-Jan-01 00:00:00, 3854075.500000000, , ,    69.182595,
 5841-Jan-01 00:00:00, 3854441.500000000, , ,    69.182603,
 5842-Jan-01 00:00:00, 3854806.500000000, , ,    69.182607,
 5843-Jan-01 00:00:00, 3855171.500000000, , ,    69.182617,
 5844-Jan-01 00:00:00, 3855536.500000000, , ,    69.182625,
 5845-Jan-01 00:00:00, 3855902.500000000, , ,    69.182644,
 5846-Jan-01 00:00:00, 3856267.500000000, , ,    69.182652,
 5847-Jan-01 00:00:00, 3856632.500000000, , ,    69.182644,
 5848-Jan-01 00:00:00, 3856997.500000000, , ,    69.182634,
 5849-Jan-01 00:00:00, 3857363.500000000, , ,    69.182631,
 5850-Jan-01 00:00:00, 3857728.500000000, , ,    69.182613,
 5851-Jan-01 00:00:00, 3858093.500000000, , ,    69.182596,
 5852-Jan-01 00:00:00, 3858458.500000000, , ,    69.182584,
 5853-Jan-01 00:00:00, 3858824.500000000, , ,    69.182591,
 5854-Jan-01 00:00:00, 3859189.500000000, , ,    69.182602,
 5855-Jan-01 00:00:00, 3859554.500000000, , ,    69.182609,
 5856-Jan-01 00:00:00, 3859919.500000000, , ,    69.182619,
 5857-Jan-01 00:00:00, 3860285.500000000, , ,    69.182642,
 5858-Jan-01 00:00:00, 3860650.500000000, , ,    69.182647,
 5859-Jan-01 00:00:00, 3861015.500000000, , ,    69.182644,
 5860-Jan-01 00:00:00, 3861380.500000000, , ,    69.182636,
 5861-Jan-01 00:00:00, 3861746.500000000, , ,    69.182633,
 5862-Jan-01 00:00:00, 3862111.500000000, , ,    69.182620,
 5863-Jan-01 00:00:00, 3862476.500000000, , ,    69.182602,
 5864-Jan-01 00:00:00, 3862841.500000000, , ,    69.182591,
 5865-Jan-01 00:00:00, 3863207.500000000, , ,    69.182604,
 5866-Jan-01 00:00:00, 3863572.500000000, , ,    69.182612,
 5867-Jan-01 00:00:00, 3863937.500000000, , ,    69.182621,
 5868-Jan-01 00:00:00, 3864302.500000000, , ,    69.182633,
 5869-Jan-01 00:00:00, 3864668.500000000, , ,    69.182650,
 5870-Jan-01 00:00:00, 3865033.500000000, , ,    69.182656,
 5871-Jan-01 00:00:00, 3865398.500000000, , ,    69.182649,
 5872-Jan-01 00:00:00, 3865763.500000000, , ,    69.182635,
 5873-Jan-01 00:00:00, 3866129.500000000, , ,    69.182632,
 5874-Jan-01 00:00:00, 3866494.500000000, , ,    69.182615,
 5875-Jan-01 00:00:00, 3866859.500000000, , ,    69.182595,
 5876-Jan-01 00:00:00, 3867224.500000000, , ,    69.182587,
 5877-Jan-01 00:00:00, 3867590.500000000, , ,    69.182597,
 5878-Jan-01 00:00:00, 3867955.500000000, , ,    69.182606,
 5879-Jan-01 00:00:00, 3868320.500000000, , ,    69.182614,
 5880-Jan-01 00:00:00, 3868685.500000000, , ,    69.182621,
 5881-Jan-01 00:00:00, 3869051.500000000, , ,    69.182642,
 5882-Jan-01 00:00:00, 3869416.500000000, , ,    69.182645,
 5883-Jan-01 00:00:00, 3869781.500000000, , ,    69.182636,
 5884-Jan-01 00:00:00, 3870146.500000000, , ,    69.182627,
 5885-Jan-01 00:00:00, 3870512.500000000, , ,    69.182623,
 5886-Jan-01 00:00:00, 3870877.500000000, , ,    69.182608,
 5887-Jan-01 00:00:00, 3871242.500000000, , ,    69.182593,
 5888-Jan-01 00:00:00, 3871607.500000000, , ,    69.182584,
 5889-Jan-01 00:00:00, 3871973.500000000, , ,    69.182599,
 5890-Jan-01 00:00:00, 3872338.500000000, , ,    69.182612,
 5891-Jan-01 00:00:00, 3872703.500000000, , ,    69.182619,
 5892-Jan-01 00:00:00, 3873068.500000000, , ,    69.182633,
 5893-Jan-01 00:00:00, 3873434.500000000, , ,    69.182653,
 5894-Jan-01 00:00:00, 3873799.500000000, , ,    69.182655,
 5895-Jan-01 00:00:00, 3874164.500000000, , ,    69.182649,
 5896-Jan-01 00:00:00, 3874529.500000000, , ,    69.182635,
 5897-Jan-01 00:00:00, 3874895.500000000, , ,    69.182631,
 5898-Jan-01 00:00:00, 3875260.500000000, , ,    69.182616,
 5899-Jan-01 00:00:00, 3875625.500000000, , ,    69.182596,
 5900-Jan-01 00:00:00, 3875990.500000000, , ,    69.182591,
 5901-Jan-01 00:00:00, 3876355.500000000, , ,    69.182596,
 5902-Jan-01 00:00:00, 3876720.500000000, , ,    69.182604,
 5903-Jan-01 00:00:00, 3877085.500000000, , ,    69.182614,
 5904-Jan-01 00:00:00, 3877450.500000000, , ,    69.182622,
 5905-Jan-01 00:00:00, 3877816.500000000, , ,    69.182637,
 5906-Jan-01 00:00:00, 3878181.500000000, , ,    69.182641,
 5907-Jan-01 00:00:00, 3878546.500000000, , ,    69.182627,
 5908-Jan-01 00:00:00, 3878911.500000000, , ,    69.182615,
 5909-Jan-01 00:00:00, 3879277.500000000, , ,    69.182611,
 5910-Jan-01 00:00:00, 3879642.500000000, , ,    69.182592,
 5911-Jan-01 00:00:00, 3880007.500000000, , ,    69.182579,
 5912-Jan-01 00:00:00, 3880372.500000000, , ,    69.182573,
 5913-Jan-01 00:00:00, 3880738.500000000, , ,    69.182586,
 5914-Jan-01 00:00:00, 3881103.500000000, , ,    69.182601,
 5915-Jan-01 00:00:00, 3881468.500000000, , ,    69.182607,
 5916-Jan-01 00:00:00, 3881833.500000000, , ,    69.182618,
 5917-Jan-01 00:00:00, 3882199.500000000, , ,    69.182639,
 5918-Jan-01 00:00:00, 3882564.500000000, , ,    69.182638,
 5919-Jan-01 00:00:00, 3882929.500000000, , ,    69.182630,
 5920-Jan-01 00:00:00, 3883294.500000000, , ,    69.182618,
 5921-Jan-01 00:00:00, 3883660.500000000, , ,    69.182611,
 5922-Jan-01 00:00:00, 3884025.500000000, , ,    69.182600,
 5923-Jan-01 00:00:00, 3884390.500000000, , ,    69.182585,
 5924-Jan-01 00:00:00, 3884755.500000000, , ,    69.182582,
 5925-Jan-01 00:00:00, 3885121.500000000, , ,    69.182602,
 5926-Jan-01 00:00:00, 3885486.500000000, , ,    69.182611,
 5927-Jan-01 00:00:00, 3885851.500000000, , ,    69.182619,
 5928-Jan-01 00:00:00, 3886216.500000000, , ,    69.182630,
 5929-Jan-01 00:00:00, 3886582.500000000, , ,    69.182642,
 5930-Jan-01 00:00:00, 3886947.500000000, , ,    69.182643,
 5931-Jan-01 00:00:00, 3887312.500000000, , ,    69.182629,
 5932-Jan-01 00:00:00, 3887677.500000000, , ,    69.182613,
 5933-Jan-01 00:00:00, 3888043.500000000, , ,    69.182610,
 5934-Jan-01 00:00:00, 3888408.500000000, , ,    69.182591,
 5935-Jan-01 00:00:00, 3888773.500000000, , ,    69.182577,
 5936-Jan-01 00:00:00, 3889138.500000000, , ,    69.182576,
 5937-Jan-01 00:00:00, 3889504.500000000, , ,    69.182589,
 5938-Jan-01 00:00:00, 3889869.500000000, , ,    69.182603,
 5939-Jan-01 00:00:00, 3890234.500000000, , ,    69.182610,
 5940-Jan-01 00:00:00, 3890599.500000000, , ,    69.182617,
 5941-Jan-01 00:00:00, 3890965.500000000, , ,    69.182637,
 5942-Jan-01 00:00:00, 3891330.500000000, , ,    69.182632,
 5943-Jan-01 00:00:00, 3891695.500000000, , ,    69.182619,
 5944-Jan-01 00:00:00, 3892060.500000000, , ,    69.182608,
 5945-Jan-01 00:00:00, 3892426.500000000, , ,    69.182599,
 5946-Jan-01 00:00:00, 3892791.500000000, , ,    69.182587,
 5947-Jan-01 00:00:00, 3893156.500000000, , ,    69.182576,
 5948-Jan-01 00:00:00, 3893521.500000000, , ,    69.182574,
 5949-Jan-01 00:00:00, 3893887.500000000, , ,    69.182598,
 5950-Jan-01 00:00:00, 3894252.500000000, , ,    69.182610,
 5951-Jan-01 00:00:00, 3894617.500000000, , ,    69.182617,
 5952-Jan-01 00:00:00, 3894982.500000000, , ,    69.182631,
 5953-Jan-01 00:00:00, 3895348.500000000, , ,    69.182643,
 5954-Jan-01 00:00:00, 3895713.500000000, , ,    69.182641,
 5955-Jan-01 00:00:00, 3896078.500000000, , ,    69.182630,
 5956-Jan-01 00:00:00, 3896443.500000000, , ,    69.182613,
 5957-Jan-01 00:00:00, 3896809.500000000, , ,    69.182610,
 5958-Jan-01 00:00:00, 3897174.500000000, , ,    69.182595,
 5959-Jan-01 00:00:00, 3897539.500000000, , ,    69.182579,
 5960-Jan-01 00:00:00, 3897904.500000000, , ,    69.182583,
 5961-Jan-01 00:00:00, 3898270.500000000, , ,    69.182598,
 5962-Jan-01 00:00:00, 3898635.500000000, , ,    69.182608,
 5963-Jan-01 00:00:00, 3899000.500000000, , ,    69.182617,
 5964-Jan-01 00:00:00, 3899365.500000000, , ,    69.182623,
 5965-Jan-01 00:00:00, 3899731.500000000, , ,    69.182638,
 5966-Jan-01 00:00:00, 3900096.500000000, , ,    69.182633,
 5967-Jan-01 00:00:00, 3900461.500000000, , ,    69.182616,
 5968-Jan-01 00:00:00, 3900826.500000000, , ,    69.182604,
 5969-Jan-01 00:00:00, 3901192.500000000, , ,    69.182595,
 5970-Jan-01 00:00:00, 3901557.500000000, , ,    69.182580,
 5971-Jan-01 00:00:00, 3901922.500000000, , ,    69.182573,
 5972-Jan-01 00:00:00, 3902287.500000000, , ,    69.182573,
 5973-Jan-01 00:00:00, 3902653.500000000, , ,    69.182596,
 5974-Jan-01 00:00:00, 3903018.500000000, , ,    69.182609,
 5975-Jan-01 00:00:00, 3903383.500000000, , ,    69.182614,
 5976-Jan-01 00:00:00, 3903748.500000000, , ,    69.182627,
 5977-Jan-01 00:00:00, 3904114.500000000, , ,    69.182639,
 5978-Jan-01 00:00:00, 3904479.500000000, , ,    69.182632,
 5979-Jan-01 00:00:00, 3904844.500000000, , ,    69.182622,
 5980-Jan-01 00:00:00, 3905209.500000000, , ,    69.182606,
 5981-Jan-01 00:00:00, 3905575.500000000, , ,    69.182602,
 5982-Jan-01 00:00:00, 3905940.500000000, , ,    69.182592,
 5983-Jan-01 00:00:00, 3906305.500000000, , ,    69.182580,
 5984-Jan-01 00:00:00, 3906670.500000000, , ,    69.182587,
 5985-Jan-01 00:00:00, 3907036.500000000, , ,    69.182608,
 5986-Jan-01 00:00:00, 3907401.500000000, , ,    69.182616,
 5987-Jan-01 00:00:00, 3907766.500000000, , ,    69.182627,
 5988-Jan-01 00:00:00, 3908131.500000000, , ,    69.182633,
 5989-Jan-01 00:00:00, 3908497.500000000, , ,    69.182644,
 5990-Jan-01 00:00:00, 3908862.500000000, , ,    69.182638,
 5991-Jan-01 00:00:00, 3909227.500000000, , ,    69.182618,
 5992-Jan-01 00:00:00, 3909592.500000000, , ,    69.182603,
 5993-Jan-01 00:00:00, 3909958.500000000, , ,    69.182597,
 5994-Jan-01 00:00:00, 3910323.500000000, , ,    69.182580,
 5995-Jan-01 00:00:00, 3910688.500000000, , ,    69.182574,
 5996-Jan-01 00:00:00, 3911053.500000000, , ,    69.182578,
 5997-Jan-01 00:00:00, 3911419.500000000, , ,    69.182598,
 5998-Jan-01 00:00:00, 3911784.500000000, , ,    69.182610,
 5999-Jan-01 00:00:00, 3912149.500000000, , ,    69.182615,
 6000-Jan-01 00:00:00, 3912514.500000000, , ,    69.182624,
 6001-Jan-01 00:00:00, 3912880.500000000, , ,    69.182636,
 6002-Jan-01 00:00:00, 3913245.500000000, , ,    69.182625,
 6003-Jan-01 00:00:00, 3913610.500000000, , ,    69.182612,
 6004-Jan-01 00:00:00, 3913975.500000000, , ,    69.182598,
 6005-Jan-01 00:00:00, 3914341.500000000, , ,    69.182592,
 6006-Jan-01 00:00:00, 3914706.500000000, , ,    69.182583,
 6007-Jan-01 00:00:00, 3915071.500000000, , ,    69.182576,
 6008-Jan-01 00:00:00, 3915436.500000000, , ,    69.182584,
 6009-Jan-01 00:00:00, 3915802.500000000, , ,    69.182608,
 6010-Jan-01 00:00:00, 3916167.500000000, , ,    69.182616,
 6011-Jan-01 00:00:00, 3916532.500000000, , ,    69.182626,
 6012-Jan-01 00:00:00, 3916897.500000000, , ,    69.182635,
 6013-Jan-01 00:00:00, 3917263.500000000, , ,    69.182643,
 6014-Jan-01 00:00:00, 3917628.500000000, , ,    69.182636,
 6015-Jan-01 00:00:00, 3917993.500000000, , ,    69.182619,
 6016-Jan-01 00:00:00, 3918358.500000000, , ,    69.182603,
 6017-Jan-01 00:00:00, 3918724.500000000, , ,    69.182599,
 6018-Jan-01 00:00:00, 3919089.500000000, , ,    69.182584,
 6019-Jan-01 00:00:00, 3919454.500000000, , ,    69.182579,
 6020-Jan-01 00:00:00, 3919819.500000000, , ,    69.182588,
 6021-Jan-01 00:00:00, 3920185.500000000, , ,    69.182606,
 6022-Jan-01 00:00:00, 3920550.500000000, , ,    69.182617,
 6023-Jan-01 00:00:00, 3920915.500000000, , ,    69.182623,
 6024-Jan-01 00:00:00, 3921280.500000000, , ,    69.182627,
 6025-Jan-01 00:00:00, 3921646.500000000, , ,    69.182635,
 6026-Jan-01 00:00:00, 3922011.500000000, , ,    69.182622,
 6027-Jan-01 00:00:00, 3922376.500000000, , ,    69.182604,
 6028-Jan-01 00:00:00, 3922741.500000000, , ,    69.182591,
 6029-Jan-01 00:00:00, 3923107.500000000, , ,    69.182585,
 6030-Jan-01 00:00:00, 3923472.500000000, , ,    69.182575,
 6031-Jan-01 00:00:00, 3923837.500000000, , ,    69.182573,
 6032-Jan-01 00:00:00, 3924202.500000000, , ,    69.182581,
 6033-Jan-01 00:00:00, 3924568.500000000, , ,    69.182604,
 6034-Jan-01 00:00:00, 3924933.500000000, , ,    69.182614,
 6035-Jan-01 00:00:00, 3925298.500000000, , ,    69.182621,
 6036-Jan-01 00:00:00, 3925663.500000000, , ,    69.182630,
 6037-Jan-01 00:00:00, 3926029.500000000, , ,    69.182637,
 6038-Jan-01 00:00:00, 3926394.500000000, , ,    69.182626,
 6039-Jan-01 00:00:00, 3926759.500000000, , ,    69.182612,
 6040-Jan-01 00:00:00, 3927124.500000000, , ,    69.182596,
 6041-Jan-01 00:00:00, 3927490.500000000, , ,    69.182594,
 6042-Jan-01 00:00:00, 3927855.500000000, , ,    69.182584,
 6043-Jan-01 00:00:00, 3928220.500000000, , ,    69.182581,
 6044-Jan-01 00:00:00, 3928585.500000000, , ,    69.182594,
 6045-Jan-01 00:00:00, 3928951.500000000, , ,    69.182615,
 6046-Jan-01 00:00:00, 3929316.500000000, , ,    69.182623,
 6047-Jan-01 00:00:00, 3929681.500000000, , ,    69.182632,
 6048-Jan-01 00:00:00, 3930046.500000000, , ,    69.182634,
 6049-Jan-01 00:00:00, 3930412.500000000, , ,    69.182639,
 6050-Jan-01 00:00:00, 3930777.500000000, , ,    69.182626,
 6051-Jan-01 00:00:00, 3931142.500000000, , ,    69.182605,
 6052-Jan-01 00:00:00, 3931507.500000000, , ,    69.182591,
 6053-Jan-01 00:00:00, 3931873.500000000, , ,    69.182587,
 6054-Jan-01 00:00:00, 3932238.500000000, , ,    69.182575,
 6055-Jan-01 00:00:00, 3932603.500000000, , ,    69.182576,
 6056-Jan-01 00:00:00, 3932968.500000000, , ,    69.182586,
 6057-Jan-01 00:00:00, 3933334.500000000, , ,    69.182605,
 6058-Jan-01 00:00:00, 3933699.500000000, , ,    69.182615,
 6059-Jan-01 00:00:00, 3934064.500000000, , ,    69.182619,
 6060-Jan-01 00:00:00, 3934429.500000000, , ,    69.182624,
 6061-Jan-01 00:00:00, 3934795.500000000, , ,    69.182631,
 6062-Jan-01 00:00:00, 3935160.500000000, , ,    69.182616,
 6063-Jan-01 00:00:00, 3935525.500000000, , ,    69.182602,
 6064-Jan-01 00:00:00, 3935890.500000000, , ,    69.182589,
 6065-Jan-01 00:00:00, 3936256.500000000, , ,    69.182584,
 6066-Jan-01 00:00:00, 3936621.500000000, , ,    69.182580,
 6067-Jan-01 00:00:00, 3936986.500000000, , ,    69.182580,
 6068-Jan-01 00:00:00, 3937351.500000000, , ,    69.182593,
 6069-Jan-01 00:00:00, 3937717.500000000, , ,    69.182618,
 6070-Jan-01 00:00:00, 3938082.500000000, , ,    69.182624,
 6071-Jan-01 00:00:00, 3938447.500000000, , ,    69.182633,
 6072-Jan-01 00:00:00, 3938812.500000000, , ,    69.182637,
 6073-Jan-01 00:00:00, 3939178.500000000, , ,    69.182638,
 6074-Jan-01 00:00:00, 3939543.500000000, , ,    69.182626,
 6075-Jan-01 00:00:00, 3939908.500000000, , ,    69.182606,
 6076-Jan-01 00:00:00, 3940273.500000000, , ,    69.182590,
 6077-Jan-01 00:00:00, 3940639.500000000, , ,    69.182590,
 6078-Jan-01 00:00:00, 3941004.500000000, , ,    69.182579,
 6079-Jan-01 00:00:00, 3941369.500000000, , ,    69.182583,
 6080-Jan-01 00:00:00, 3941734.500000000, , ,    69.182596,
 6081-Jan-01 00:00:00, 3942100.500000000, , ,    69.182613,
 6082-Jan-01 00:00:00, 3942465.500000000, , ,    69.182622,
 6083-Jan-01 00:00:00, 3942830.500000000, , ,    69.182626,
 6084-Jan-01 00:00:00, 3943195.500000000, , ,    69.182625,
 6085-Jan-01 00:00:00, 3943561.500000000, , ,    69.182630,
 6086-Jan-01 00:00:00, 3943926.500000000, , ,    69.182611,
 6087-Jan-01 00:00:00, 3944291.500000000, , ,    69.182594,
 6088-Jan-01 00:00:00, 3944656.500000000, , ,    69.182582,
 6089-Jan-01 00:00:00, 3945022.500000000, , ,    69.182576,
 6090-Jan-01 00:00:00, 3945387.500000000, , ,    69.182572,
 6091-Jan-01 00:00:00, 3945752.500000000, , ,    69.182577,
 6092-Jan-01 00:00:00, 3946117.500000000, , ,    69.182588,
 6093-Jan-01 00:00:00, 3946483.500000000, , ,    69.182614,
 6094-Jan-01 00:00:00, 3946848.500000000, , ,    69.182620,
 6095-Jan-01 00:00:00, 3947213.500000000, , ,    69.182626,
 6096-Jan-01 00:00:00, 3947578.500000000, , ,    69.182632,
 6097-Jan-01 00:00:00, 3947944.500000000, , ,    69.182630,
 6098-Jan-01 00:00:00, 3948309.500000000, , ,    69.182617,
 6099-Jan-01 00:00:00, 3948674.500000000, , ,    69.182601,
 6100-Jan-01 00:00:00, 3949039.500000000, , ,    69.182585,
 6101-Jan-01 00:00:00, 3949404.500000000, , ,    69.182580,
 6102-Jan-01 00:00:00, 3949769.500000000, , ,    69.182574,
 6103-Jan-01 00:00:00, 3950134.500000000, , ,    69.182579,
 6104-Jan-01 00:00:00, 3950499.500000000, , ,    69.182596,
 6105-Jan-01 00:00:00, 3950865.500000000, , ,    69.182612,
 6106-Jan-01 00:00:00, 3951230.500000000, , ,    69.182619,
 6107-Jan-01 00:00:00, 3951595.500000000, , ,    69.182625,
 6108-Jan-01 00:00:00, 3951960.500000000, , ,    69.182620,
 6109-Jan-01 00:00:00, 3952326.500000000, , ,    69.182622,
 6110-Jan-01 00:00:00, 3952691.500000000, , ,    69.182604,
 6111-Jan-01 00:00:00, 3953056.500000000, , ,    69.182583,
 6112-Jan-01 00:00:00, 3953421.500000000, , ,    69.182573,
 6113-Jan-01 00:00:00, 3953787.500000000, , ,    69.182569,
 6114-Jan-01 00:00:00, 3954152.500000000, , ,    69.182565,
 6115-Jan-01 00:00:00, 3954517.500000000, , ,    69.182574,
 6116-Jan-01 00:00:00, 3954882.500000000, , ,    69.182583,
 6117-Jan-01 00:00:00, 3955248.500000000, , ,    69.182605,
 6118-Jan-01 00:00:00, 3955613.500000000, , ,    69.182612,
 6119-Jan-01 00:00:00, 3955978.500000000, , ,    69.182613,
 6120-Jan-01 00:00:00, 3956343.500000000, , ,    69.182616,
 6121-Jan-01 00:00:00, 3956709.500000000, , ,    69.182613,
 6122-Jan-01 00:00:00, 3957074.500000000, , ,    69.182595,
 6123-Jan-01 00:00:00, 3957439.500000000, , ,    69.182582,
 6124-Jan-01 00:00:00, 3957804.500000000, , ,    69.182568,
 6125-Jan-01 00:00:00, 3958170.500000000, , ,    69.182571,
 6126-Jan-01 00:00:00, 3958535.500000000, , ,    69.182572,
 6127-Jan-01 00:00:00, 3958900.500000000, , ,    69.182579,
 6128-Jan-01 00:00:00, 3959265.500000000, , ,    69.182597,
 6129-Jan-01 00:00:00, 3959631.500000000, , ,    69.182617,
 6130-Jan-01 00:00:00, 3959996.500000000, , ,    69.182621,
 6131-Jan-01 00:00:00, 3960361.500000000, , ,    69.182628,
 6132-Jan-01 00:00:00, 3960726.500000000, , ,    69.182623,
 6133-Jan-01 00:00:00, 3961092.500000000, , ,    69.182621,
 6134-Jan-01 00:00:00, 3961457.500000000, , ,    69.182605,
 6135-Jan-01 00:00:00, 3961822.500000000, , ,    69.182585,
 6136-Jan-01 00:00:00, 3962187.500000000, , ,    69.182575,
 6137-Jan-01 00:00:00, 3962553.500000000, , ,    69.182575,
 6138-Jan-01 00:00:00, 3962918.500000000, , ,    69.182570,
 6139-Jan-01 00:00:00, 3963283.500000000, , ,    69.182581,
 6140-Jan-01 00:00:00, 3963648.500000000, , ,    69.182593,
 6141-Jan-01 00:00:00, 3964014.500000000, , ,    69.182610,
 6142-Jan-01 00:00:00, 3964379.500000000, , ,    69.182618,
 6143-Jan-01 00:00:00, 3964744.500000000, , ,    69.182617,
 6144-Jan-01 00:00:00, 3965109.500000000, , ,    69.182615,
 6145-Jan-01 00:00:00, 3965475.500000000, , ,    69.182612,
 6146-Jan-01 00:00:00, 3965840.500000000, , ,    69.182590,
 6147-Jan-01 00:00:00, 3966205.500000000, , ,    69.182576,
 6148-Jan-01 00:00:00, 3966570.500000000, , ,    69.182564,
 6149-Jan-01 00:00:00, 3966936.500000000, , ,    69.182565,
 6150-Jan-01 00:00:00, 3967301.500000000, , ,    69.182569,
 6151-Jan-01 00:00:00, 3967666.500000000, , ,    69.182578,
 6152-Jan-01 00:00:00, 3968031.500000000, , ,    69.182594,
 6153-Jan-01 00:00:00, 3968397.500000000, , ,    69.182615,
 6154-Jan-01 00:00:00, 3968762.500000000, , ,    69.182618,
 6155-Jan-01 00:00:00, 3969127.500000000, , ,    69.182622,
 6156-Jan-01 00:00:00, 3969492.500000000, , ,    69.182619,
 6157-Jan-01 00:00:00, 3969858.500000000, , ,    69.182614,
 6158-Jan-01 00:00:00, 3970223.500000000, , ,    69.182599,
 6159-Jan-01 00:00:00, 3970588.500000000, , ,    69.182583,
 6160-Jan-01 00:00:00, 3970953.500000000, , ,    69.182574,
 6161-Jan-01 00:00:00, 3971319.500000000, , ,    69.182580,
 6162-Jan-01 00:00:00, 3971684.500000000, , ,    69.182579,
 6163-Jan-01 00:00:00, 3972049.500000000, , ,    69.182590,
 6164-Jan-01 00:00:00, 3972414.500000000, , ,    69.182604,
 6165-Jan-01 00:00:00, 3972780.500000000, , ,    69.182619,
 6166-Jan-01 00:00:00, 3973145.500000000, , ,    69.182624,
 6167-Jan-01 00:00:00, 3973510.500000000, , ,    69.182624,
 6168-Jan-01 00:00:00, 3973875.500000000, , ,    69.182616,
 6169-Jan-01 00:00:00, 3974241.500000000, , ,    69.182613,
 6170-Jan-01 00:00:00, 3974606.500000000, , ,    69.182590,
 6171-Jan-01 00:00:00, 3974971.500000000, , ,    69.182574,
 6172-Jan-01 00:00:00, 3975336.500000000, , ,    69.182565,
 6173-Jan-01 00:00:00, 3975702.500000000, , ,    69.182567,
 6174-Jan-01 00:00:00, 3976067.500000000, , ,    69.182570,
 6175-Jan-01 00:00:00, 3976432.500000000, , ,    69.182582,
 6176-Jan-01 00:00:00, 3976797.500000000, , ,    69.182595,
 6177-Jan-01 00:00:00, 3977163.500000000, , ,    69.182614,
 6178-Jan-01 00:00:00, 3977528.500000000, , ,    69.182616,
 6179-Jan-01 00:00:00, 3977893.500000000, , ,    69.182615,
 6180-Jan-01 00:00:00, 3978258.500000000, , ,    69.182612,
 6181-Jan-01 00:00:00, 3978624.500000000, , ,    69.182604,
 6182-Jan-01 00:00:00, 3978989.500000000, , ,    69.182587,
 6183-Jan-01 00:00:00, 3979354.500000000, , ,    69.182574,
 6184-Jan-01 00:00:00, 3979719.500000000, , ,    69.182566,
 6185-Jan-01 00:00:00, 3980085.500000000, , ,    69.182574,
 6186-Jan-01 00:00:00, 3980450.500000000, , ,    69.182578,
 6187-Jan-01 00:00:00, 3980815.500000000, , ,    69.182590,
 6188-Jan-01 00:00:00, 3981180.500000000, , ,    69.182606,
